date,party,value
1.1.1997,ODA,0.074
1.2.1997,ODA,0.085
1.3.1997,ODA,0.082
1.4.1997,ODA,0.112
1.7.1997,ODA,0.08
1.9.1997,ODA,0.063
1.10.1997,ODA,0.043
1.11.1997,ODA,0.053
1.12.1997,ODA,0.038
1.1.1998,ODA,0.053
1.2.1998,ODA,0.034
1.3.1998,ODA,0.012
1.4.1998,ODA,0.004
1.5.1998,ODA,0.006
1.2.2001,ODA,0.004
1.3.2001,ODA,0.002
1.4.2001,ODA,0.003
1.5.2001,ODA,0.002
1.6.2001,ODA,0.001
1.7.2001,ODA,0.001
1.9.2001,ODA,0.002
1.10.2001,ODA,0.003
1.11.2001,ODA,0.001
1.3.2002,ODA,0.005
1.4.2002,ODA,0.002
1.9.2002,ODA,0.001
1.11.2002,ODA,0.001
1.1.2003,ODA,0.001
1.2.2003,ODA,0.002
1.4.2003,ODA,0.001
1.5.2003,ODA,0.006
1.6.2003,ODA,0.003
1.9.2003,ODA,0.002
1.10.2003,ODA,0.003
1.11.2003,ODA,0.001
1.12.2003,ODA,0.003
1.1.2004,ODA,0.001
1.3.2004,ODA,0.001
1.4.2004,ODA,0.002
1.6.2004,ODA,0.001
1.2.1993,ODS,0.319
1.3.1993,ODS,0.273
1.4.1993,ODS,0.267
1.6.1993,ODS,0.293
1.9.1993,ODS,0.322
1.12.1993,ODS,0.282
1.7.1994,ODS,0.261
1.1.1995,ODS,0.272
1.3.1995,ODS,0.262
1.4.1995,ODS,0.265
1.5.1995,ODS,0.247
1.6.1995,ODS,0.266
1.7.1995,ODS,0.264
1.8.1995,ODS,0.252
1.9.1995,ODS,0.279
1.10.1995,ODS,0.282
1.11.1995,ODS,0.244
1.12.1995,ODS,0.268
1.1.1996,ODS,0.255
1.2.1996,ODS,0.23
1.3.1996,ODS,0.264
1.4.1996,ODS,0.228
1.8.1996,ODS,0.281
1.9.1996,ODS,0.251
1.10.1996,ODS,0.266
1.11.1996,ODS,0.29
1.12.1996,ODS,0.284
1.1.1997,ODS,0.285
1.2.1997,ODS,0.243
1.3.1997,ODS,0.263
1.4.1997,ODS,0.233
1.7.1997,ODS,0.197
1.9.1997,ODS,0.202
1.10.1997,ODS,0.2
1.11.1997,ODS,0.196
1.12.1997,ODS,0.169
1.1.1998,ODS,0.154
1.2.1998,ODS,0.1
1.3.1998,ODS,0.103
1.4.1998,ODS,0.113
1.5.1998,ODS,0.142
1.6.1998,ODS,0.15
1.9.1998,ODS,0.229
1.10.1998,ODS,0.24
1.11.1998,ODS,0.246
1.12.1998,ODS,0.239
1.1.1999,ODS,0.19
1.2.1999,ODS,0.226
1.3.1999,ODS,0.198
1.4.1999,ODS,0.212
1.5.1999,ODS,0.215
1.6.1999,ODS,0.185
1.7.1999,ODS,0.193
1.9.1999,ODS,0.197
1.10.1999,ODS,0.174
1.1.2000,ODS,0.176
1.2.2000,ODS,0.187
1.3.2000,ODS,0.201
1.4.2000,ODS,0.188
1.5.2000,ODS,0.21
1.6.2000,ODS,0.193
1.9.2000,ODS,0.177
1.10.2000,ODS,0.19
1.12.2000,ODS,0.18
1.1.2001,ODS,0.167
1.2.2001,ODS,0.135
1.3.2001,ODS,0.199
1.4.2001,ODS,0.187
1.5.2001,ODS,0.196
1.6.2001,ODS,0.195
1.7.2001,ODS,0.184
1.9.2001,ODS,0.179
1.10.2001,ODS,0.189
1.11.2001,ODS,0.189
1.1.2002,ODS,0.185
1.3.2002,ODS,0.201
1.4.2002,ODS,0.228
1.9.2002,ODS,0.171
1.10.2002,ODS,0.214
1.11.2002,ODS,0.233
1.1.2003,ODS,0.247
1.2.2003,ODS,0.253
1.3.2003,ODS,0.307
1.4.2003,ODS,0.298
1.5.2003,ODS,0.324
1.6.2003,ODS,0.286
1.9.2003,ODS,0.285
1.10.2003,ODS,0.293
1.11.2003,ODS,0.317
1.12.2003,ODS,0.309
1.1.2004,ODS,0.331
1.2.2004,ODS,0.326
1.3.2004,ODS,0.346
1.4.2004,ODS,0.318
1.6.2004,ODS,0.303
1.9.2004,ODS,0.312
1.10.2004,ODS,0.284
1.11.2004,ODS,0.347
1.12.2004,ODS,0.326
1.1.2005,ODS,0.319
1.2.2005,ODS,0.309
1.3.2005,ODS,0.317
1.4.2005,ODS,0.31
1.5.2005,ODS,0.298
1.6.2005,ODS,0.275
1.9.2005,ODS,0.284
1.10.2005,ODS,0.289
1.11.2005,ODS,0.259
1.12.2005,ODS,0.293
1.1.2006,ODS,0.278
1.2.2006,ODS,0.287
1.3.2006,ODS,0.257
1.4.2006,ODS,0.264
1.9.2006,ODS,0.324
1.10.2006,ODS,0.316
1.11.2006,ODS,0.363
1.12.2006,ODS,0.331
1.1.2007,ODS,0.322
1.3.2007,ODS,0.293
1.4.2007,ODS,0.293
1.5.2007,ODS,0.289
1.6.2007,ODS,0.264
1.9.2007,ODS,0.261
1.10.2007,ODS,0.261
1.11.2007,ODS,0.236
1.12.2007,ODS,0.236
1.1.2008,ODS,0.213
1.2.2008,ODS,0.234
1.3.2008,ODS,0.267
1.4.2008,ODS,0.256
1.5.2008,ODS,0.224
1.6.2008,ODS,0.237
1.9.2008,ODS,0.242
1.10.2008,ODS,0.225
1.11.2008,ODS,0.241
1.12.2008,ODS,0.228
1.1.2009,ODS,0.249
1.2.2009,ODS,0.254
1.3.2009,ODS,0.274
1.4.2009,ODS,0.236
1.5.2009,ODS,0.243
1.6.2009,ODS,0.262
1.8.2009,ODS,0.27
1.10.2009,ODS,0.225
1.11.2009,ODS,0.228
1.12.2009,ODS,0.21
1.1.2010,ODS,0.216
1.2.2010,ODS,0.177
1.3.2010,ODS,0.223
1.4.2010,ODS,0.203
1.5.2010,ODS,0.165
1.9.2010,ODS,0.195
1.10.2010,ODS,0.169
1.11.2010,ODS,0.173
1.12.2010,ODS,0.1757
1.1.2011,ODS,0.1987
1.2.2011,ODS,0.1715
1.3.2011,ODS,0.1708
1.4.2011,ODS,0.1708
1.5.2011,ODS,0.1625
1.9.2011,ODS,0.15875
1.10.2011,ODS,0.17835
1.11.2011,ODS,0.1599
1.12.2011,ODS,0.13335
1.1.2012,ODS,0.1736
1.2.2012,ODS,0.16875
1.3.2012,ODS,0.15
1.4.2012,ODS,0.1353
1.5.2012,ODS,0.1302
1.6.2012,ODS,0.15375
1.9.2012,ODS,0.1512
1.10.2012,ODS,0.125
1.11.2012,ODS,0.125
1.12.2012,ODS,0.1323
1.1.2013,ODS,0.1054
1.2.2013,ODS,0.09225
1.3.2013,ODS,0.1054
1.4.2013,ODS,0.0984
1.5.2013,ODS,0.1098
1.6.2013,ODS,0.11685
1.9.2013,ODS,0.0615
1.10.2013,ODS,0.04305
1.11.2013,ODS,0.0369
1.1.2014,ODS,0.043225
1.2.2014,ODS,0.06
1.3.2014,ODS,0.0488
1.4.2014,ODS,0.0488
1.5.2014,ODS,0.0492
1.6.2014,ODS,0.0682
1.9.2014,ODS,0.06875
1.10.2014,ODS,0.0488
1.11.2014,ODS,0.05
1.12.2014,ODS,0.063
1.1.2015,ODS,0.0615
1.2.2015,ODS,0.0476
1.3.2015,ODS,0.05355
1.4.2015,ODS,0.06765
1.5.2015,ODS,0.055125
1.6.2015,ODS,0.062
1.9.2015,ODS,0.0549
1.10.2015,ODS,0.0549
1.11.2015,ODS,0.061
1.12.2015,ODS,0.0732
1.1.2016,ODS,0.066825
1.2.2016,ODS,0.072
1.2.1993,OH/OH+LSNS,0.023
1.3.1993,OH/OH+LSNS,0.022
1.4.1993,OH/OH+LSNS,0.015
1.6.1993,OH/OH+LSNS,0.013
1.9.1993,OH/OH+LSNS,0.016
1.12.1993,OH/OH+LSNS,0.009
1.7.1994,OH/OH+LSNS,0.009
1.1.1995,OH/OH+LSNS,0.007
1.3.1995,OH/OH+LSNS,0.018
1.4.1995,OH/OH+LSNS,0.018
1.5.1995,OH/OH+LSNS,0.004
1.6.1995,OH/OH+LSNS,0.013
1.7.1995,OH/OH+LSNS,0.017
1.8.1995,OH/OH+LSNS,0.015
1.9.1995,OH/OH+LSNS,0.01
1.10.1995,OH/OH+LSNS,0.019
1.11.1995,OH/OH+LSNS,0.015
1.12.1995,OH/OH+LSNS,0.024
1.1.1996,OH/OH+LSNS,0.02
1.2.1996,OH/OH+LSNS,0.037
1.3.1996,OH/OH+LSNS,0.028
1.10.2012,Pirati,0.0125
1.11.2012,Pirati,0.0125
1.10.2013,Pirati,0.01845
1.11.2013,Pirati,0.0246
1.1.2014,Pirati,0.018525
1.2.2014,Pirati,0.018
1.3.2014,Pirati,0.0122
1.4.2014,Pirati,0.0122
1.5.2014,Pirati,0.01845
1.6.2014,Pirati,0.0186
1.9.2014,Pirati,0.01875
1.10.2014,Pirati,0.0183
1.11.2014,Pirati,0.025
1.12.2014,Pirati,0.0315
1.1.2015,Pirati,0.0246
1.2.2015,Pirati,0.02975
1.3.2015,Pirati,0.0238
1.4.2015,Pirati,0.0246
1.5.2015,Pirati,0.018375
1.6.2015,Pirati,0.0248
1.9.2015,Pirati,0.0183
1.10.2015,Pirati,0.0244
1.11.2015,Pirati,0.0305
1.12.2015,Pirati,0.0305
1.1.2016,Pirati,0.018225
1.2.2016,Pirati,0.03
1.6.2004,SNK,0.009
1.9.2004,SNK,0.005
1.10.2004,SNK,0.002
1.11.2004,SNK,0.011
1.12.2004,SNK,0.006
1.1.2005,SNK,0.007
1.2.2005,SNK,0.001
1.3.2005,SNK,0.003
1.4.2005,SNK,0.002
1.5.2005,SNK,0.002
1.6.2005,SNK,0.007
1.9.2005,SNK,0.003
1.10.2005,SNK,0.002
1.11.2005,SNK,0.001
1.12.2005,SNK,0.001
1.1.2006,SNK,0.001
1.2.2006,SNK,0.003
1.3.2006,SNK,0.001
1.10.2006,SNK,0.001
1.2.2006,SNK-ED,0.005
1.3.2006,SNK-ED,0.001
1.4.2006,SNK-ED,0.002
1.9.2006,SNK-ED,0.004
1.10.2006,SNK-ED,0.001
1.11.2006,SNK-ED,0.007
1.12.2006,SNK-ED,0.004
1.1.2007,SNK-ED,0.01
1.3.2007,SNK-ED,0.011
1.4.2007,SNK-ED,0.009
1.5.2007,SNK-ED,0.01
1.6.2007,SNK-ED,0.016
1.9.2007,SNK-ED,0.003
1.10.2007,SNK-ED,0.004
1.11.2007,SNK-ED,0.009
1.12.2007,SNK-ED,0.001
1.1.2008,SNK-ED,0.008
1.2.2008,SNK-ED,0.013
1.3.2008,SNK-ED,0.002
1.4.2008,SNK-ED,0.005
1.5.2008,SNK-ED,0.006
1.6.2008,SNK-ED,0.009
1.9.2008,SNK-ED,0.01
1.10.2008,SNK-ED,0.009
1.11.2008,SNK-ED,0.006
1.9.2015,SPD,0.0244
1.10.2015,SPD,0.0183
1.11.2015,SPD,0.0183
1.12.2015,SPD,0.0122
1.1.2016,SPD,0.018225
1.2.2016,SPD,0.018
1.3.2010,SPOZ,0.027
1.4.2010,SPOZ,0.025
1.5.2010,SPOZ,0.022
1.9.2010,SPOZ,0.009
1.3.2012,SPOZ,0.0125
1.4.2012,SPOZ,0.01845
1.5.2012,SPOZ,0.0124
1.6.2012,SPOZ,0.0246
1.9.2012,SPOZ,0.0252
1.10.2012,SPOZ,0.03125
1.11.2012,SPOZ,0.01875
1.12.2012,SPOZ,0.0126
1.1.2013,SPOZ,0.031
1.2.2013,SPOZ,0.03075
1.3.2013,SPOZ,0.0434
1.4.2013,SPOZ,0.04305
1.5.2013,SPOZ,0.0305
1.6.2013,SPOZ,0.03075
1.9.2013,SPOZ,0.0369
1.10.2013,SPOZ,0.0246
1.2.1993,SPR-RSC/RMS,0.057
1.3.1993,SPR-RSC/RMS,0.036
1.4.1993,SPR-RSC/RMS,0.029
1.6.1993,SPR-RSC/RMS,0.039
1.9.1993,SPR-RSC/RMS,0.044
1.12.1993,SPR-RSC/RMS,0.026
1.7.1994,SPR-RSC/RMS,0.033
1.1.1995,SPR-RSC/RMS,0.027
1.3.1995,SPR-RSC/RMS,0.025
1.4.1995,SPR-RSC/RMS,0.029
1.5.1995,SPR-RSC/RMS,0.019
1.6.1995,SPR-RSC/RMS,0.026
1.7.1995,SPR-RSC/RMS,0.017
1.8.1995,SPR-RSC/RMS,0.018
1.9.1995,SPR-RSC/RMS,0.033
1.10.1995,SPR-RSC/RMS,0.033
1.11.1995,SPR-RSC/RMS,0.047
1.12.1995,SPR-RSC/RMS,0.031
1.1.1996,SPR-RSC/RMS,0.047
1.2.1996,SPR-RSC/RMS,0.043
1.3.1996,SPR-RSC/RMS,0.046
1.4.1996,SPR-RSC/RMS,0.06
1.8.1996,SPR-RSC/RMS,0.047
1.9.1996,SPR-RSC/RMS,0.026
1.10.1996,SPR-RSC/RMS,0.037
1.11.1996,SPR-RSC/RMS,0.039
1.12.1996,SPR-RSC/RMS,0.037
1.1.1997,SPR-RSC/RMS,0.013
1.2.1997,SPR-RSC/RMS,0.052
1.3.1997,SPR-RSC/RMS,0.03
1.4.1997,SPR-RSC/RMS,0.041
1.7.1997,SPR-RSC/RMS,0.042
1.9.1997,SPR-RSC/RMS,0.045
1.10.1997,SPR-RSC/RMS,0.044
1.11.1997,SPR-RSC/RMS,0.046
1.12.1997,SPR-RSC/RMS,0.04
1.1.1998,SPR-RSC/RMS,0.035
1.2.1998,SPR-RSC/RMS,0.061
1.3.1998,SPR-RSC/RMS,0.054
1.4.1998,SPR-RSC/RMS,0.046
1.5.1998,SPR-RSC/RMS,0.039
1.6.1998,SPR-RSC/RMS,0.042
1.9.1998,SPR-RSC/RMS,0.016
1.10.1998,SPR-RSC/RMS,0.013
1.11.1998,SPR-RSC/RMS,0.008
1.12.1998,SPR-RSC/RMS,0.016
1.1.1999,SPR-RSC/RMS,0.01
1.2.1999,SPR-RSC/RMS,0.01
1.3.1999,SPR-RSC/RMS,0.017
1.4.1999,SPR-RSC/RMS,0.009
1.5.1999,SPR-RSC/RMS,0.01
1.6.1999,SPR-RSC/RMS,0.012
1.7.1999,SPR-RSC/RMS,0.007
1.9.1999,SPR-RSC/RMS,0.003
1.10.1999,SPR-RSC/RMS,0.024
1.1.2000,SPR-RSC/RMS,0.003
1.2.2000,SPR-RSC/RMS,0.009
1.3.2000,SPR-RSC/RMS,0.008
1.4.2000,SPR-RSC/RMS,0.01
1.5.2000,SPR-RSC/RMS,0.005
1.6.2000,SPR-RSC/RMS,0.01
1.9.2000,SPR-RSC/RMS,0.009
1.10.2000,SPR-RSC/RMS,0.005
1.12.2000,SPR-RSC/RMS,0.009
1.1.2001,SPR-RSC/RMS,0.013
1.2.2001,SPR-RSC/RMS,0.005
1.3.2001,SPR-RSC/RMS,0.005
1.4.2001,SPR-RSC/RMS,0.005
1.5.2001,SPR-RSC/RMS,0.008
1.6.2001,SPR-RSC/RMS,0.009
1.7.2001,SPR-RSC/RMS,0.007
1.9.2001,SPR-RSC/RMS,0.006
1.10.2001,SPR-RSC/RMS,0.006
1.11.2001,SPR-RSC/RMS,0.012
1.1.2002,SPR-RSC/RMS,0.01
1.3.2002,SPR-RSC/RMS,0.013
1.4.2002,SPR-RSC/RMS,0.012
1.9.2002,SPR-RSC/RMS,0.004
1.10.2002,SPR-RSC/RMS,0.002
1.11.2002,SPR-RSC/RMS,0.008
1.1.2003,SPR-RSC/RMS,0.004
1.2.2003,SPR-RSC/RMS,0.005
1.3.2003,SPR-RSC/RMS,0.005
1.4.2003,SPR-RSC/RMS,0.002
1.5.2003,SPR-RSC/RMS,0.001
1.6.2003,SPR-RSC/RMS,0.004
1.10.2003,SPR-RSC/RMS,0.007
1.11.2003,SPR-RSC/RMS,0.005
1.12.2003,SPR-RSC/RMS,0.001
1.1.2004,SPR-RSC/RMS,0.003
1.2.2004,SPR-RSC/RMS,0.001
1.3.2004,SPR-RSC/RMS,0.003
1.4.2004,SPR-RSC/RMS,0.002
1.6.2004,SPR-RSC/RMS,0.003
1.9.2004,SPR-RSC/RMS,0.005
1.10.2004,SPR-RSC/RMS,0.004
1.11.2004,SPR-RSC/RMS,0.001
1.12.2004,SPR-RSC/RMS,0.002
1.1.2005,SPR-RSC/RMS,0.004
1.2.2005,SPR-RSC/RMS,0.004
1.3.2005,SPR-RSC/RMS,0.002
1.4.2005,SPR-RSC/RMS,0.002
1.5.2005,SPR-RSC/RMS,0.002
1.6.2005,SPR-RSC/RMS,0.002
1.9.2005,SPR-RSC/RMS,0.002
1.10.2005,SPR-RSC/RMS,0.001
1.12.2005,SPR-RSC/RMS,0.001
1.1.2006,SPR-RSC/RMS,0.001
1.2.2006,SPR-RSC/RMS,0.003
1.3.2006,SPR-RSC/RMS,0.001
1.4.2006,SPR-RSC/RMS,0.003
1.9.2006,SPR-RSC/RMS,0.003
1.11.2006,SPR-RSC/RMS,0.001
1.3.2007,SPR-RSC/RMS,0.001
1.10.2007,SPR-RSC/RMS,0.001
1.11.2007,SPR-RSC/RMS,0.001
1.2.2008,SPR-RSC/RMS,0.001
1.3.2008,SPR-RSC/RMS,0.001
1.10.2012,Suverenita,0.0125
1.1.2013,Suverenita,0.0124
1.6.2014,Svobodni,0.0124
1.9.2014,Svobodni,0.0125
1.10.2014,Svobodni,0.0122
1.12.1993,SZ,0.019
1.7.1994,SZ,0.008
1.1.1995,SZ,0.01
1.3.1995,SZ,0.012
1.4.1995,SZ,0.007
1.5.1995,SZ,0.007
1.6.1995,SZ,0.01
1.7.1995,SZ,0.011
1.8.1995,SZ,0.005
1.9.1995,SZ,0.01
1.10.1995,SZ,0.005
1.11.1995,SZ,0.007
1.12.1995,SZ,0.003
1.1.1996,SZ,0.005
1.2.1996,SZ,0.004
1.3.1996,SZ,0.002
1.4.1996,SZ,0.009
1.8.1996,SZ,0.002
1.10.1996,SZ,0.001
1.12.1996,SZ,0.001
1.1.1997,SZ,0.002
1.2.1997,SZ,0.004
1.3.1997,SZ,0.002
1.4.1997,SZ,0.005
1.7.1997,SZ,0.001
1.9.1997,SZ,0.003
1.10.1997,SZ,0.001
1.11.1997,SZ,0.001
1.12.1997,SZ,0.001
1.1.1998,SZ,0.001
1.2.1998,SZ,0.0031
1.3.1998,SZ,0.003
1.4.1998,SZ,0.005
1.5.1998,SZ,0.008
1.6.1998,SZ,0.01
1.9.1998,SZ,0.004
1.10.1998,SZ,0.004
1.11.1998,SZ,0.006
1.12.1998,SZ,0.004
1.1.1999,SZ,0.006
1.2.1999,SZ,0.001
1.3.1999,SZ,0.005
1.4.1999,SZ,0.003
1.5.1999,SZ,0.004
1.6.1999,SZ,0.008
1.7.1999,SZ,0.007
1.9.1999,SZ,0.005
1.10.1999,SZ,0.012
1.1.2000,SZ,0.005
1.2.2000,SZ,0.001
1.3.2000,SZ,0.004
1.11.2001,SZ,0.019
1.1.2002,SZ,0.01
1.3.2002,SZ,0.004
1.4.2002,SZ,0.005
1.9.2002,SZ,0.018
1.10.2002,SZ,0.013
1.11.2002,SZ,0.019
1.1.2003,SZ,0.005
1.2.2003,SZ,0.019
1.3.2003,SZ,0.01
1.4.2003,SZ,0.021
1.5.2003,SZ,0.013
1.6.2003,SZ,0.014
1.9.2003,SZ,0.016
1.10.2003,SZ,0.014
1.11.2003,SZ,0.017
1.12.2003,SZ,0.018
1.1.2004,SZ,0.013
1.2.2004,SZ,0.009
1.3.2004,SZ,0.015
1.4.2004,SZ,0.02
1.6.2004,SZ,0.021
1.9.2004,SZ,0.027
1.10.2004,SZ,0.022
1.11.2004,SZ,0.029
1.12.2004,SZ,0.027
1.1.2005,SZ,0.017
1.2.2005,SZ,0.024
1.3.2005,SZ,0.024
1.4.2005,SZ,0.029
1.5.2005,SZ,0.025
1.6.2005,SZ,0.026
1.9.2005,SZ,0.028
1.10.2005,SZ,0.027
1.11.2005,SZ,0.035
1.12.2005,SZ,0.028
1.1.2006,SZ,0.024
1.2.2006,SZ,0.062
1.3.2006,SZ,0.101
1.4.2006,SZ,0.1
1.9.2006,SZ,0.087
1.10.2006,SZ,0.084
1.11.2006,SZ,0.098
1.12.2006,SZ,0.107
1.1.2007,SZ,0.1
1.3.2007,SZ,0.076
1.4.2007,SZ,0.089
1.5.2007,SZ,0.079
1.6.2007,SZ,0.09
1.9.2007,SZ,0.087
1.10.2007,SZ,0.078
1.11.2007,SZ,0.086
1.12.2007,SZ,0.101
1.1.2008,SZ,0.084
1.2.2008,SZ,0.08
1.3.2008,SZ,0.087
1.4.2008,SZ,0.092
1.5.2008,SZ,0.075
1.6.2008,SZ,0.091
1.9.2008,SZ,0.084
1.10.2008,SZ,0.062
1.11.2008,SZ,0.056
1.12.2008,SZ,0.05
1.1.2009,SZ,0.059
1.2.2009,SZ,0.05
1.3.2009,SZ,0.062
1.4.2009,SZ,0.059
1.5.2009,SZ,0.061
1.6.2009,SZ,0.051
1.8.2009,SZ,0.025
1.10.2009,SZ,0.037
1.11.2009,SZ,0.034
1.12.2009,SZ,0.038
1.1.2010,SZ,0.05
1.2.2010,SZ,0.045
1.3.2010,SZ,0.038
1.4.2010,SZ,0.036
1.5.2010,SZ,0.039
1.9.2010,SZ,0.009
1.10.2010,SZ,0.026
1.11.2010,SZ,0.027
1.12.2010,SZ,0.027
1.1.2011,SZ,0.0256
1.2.2011,SZ,0.018375
1.3.2011,SZ,0.0183
1.4.2011,SZ,0.0305
1.5.2011,SZ,0.01875
1.9.2011,SZ,0.0254
1.10.2011,SZ,0.0246
1.11.2011,SZ,0.0246
1.12.2011,SZ,0.0246
1.1.2012,SZ,0.0248
1.2.2012,SZ,0.025
1.3.2012,SZ,0.0125
1.4.2012,SZ,0.0123
1.5.2012,SZ,0.0124
1.6.2012,SZ,0.04305
1.9.2012,SZ,0.0189
1.10.2012,SZ,0.03125
1.11.2012,SZ,0.025
1.12.2012,SZ,0.0378
1.1.2013,SZ,0.0186
1.2.2013,SZ,0.0123
1.3.2013,SZ,0.0124
1.4.2013,SZ,0.01845
1.5.2013,SZ,0.0305
1.6.2013,SZ,0.03075
1.9.2013,SZ,0.01845
1.10.2013,SZ,0.0123
1.11.2013,SZ,0.0246
1.1.2014,SZ,0.018525
1.2.2014,SZ,0.024
1.3.2014,SZ,0.0305
1.4.2014,SZ,0.0305
1.5.2014,SZ,0.01845
1.6.2014,SZ,0.0186
1.11.2014,SZ,0.025
1.12.2014,SZ,0.0189
1.1.2015,SZ,0.0123
1.2.2015,SZ,0.0238
1.3.2015,SZ,0.01785
1.4.2015,SZ,0.01845
1.5.2015,SZ,0.0245
1.6.2015,SZ,0.0186
1.9.2015,SZ,0.0183
1.10.2015,SZ,0.0183
1.11.2015,SZ,0.0183
1.12.2015,SZ,0.0183
1.1.2016,SZ,0.0243
1.2.2016,SZ,0.024
1.8.2009,TOP 09,0.083
1.10.2009,TOP 09,0.123
1.11.2009,TOP 09,0.105
1.12.2009,TOP 09,0.119
1.1.2010,TOP 09,0.112
1.2.2010,TOP 09,0.11
1.3.2010,TOP 09,0.091
1.4.2010,TOP 09,0.103
1.5.2010,TOP 09,0.126
1.9.2010,TOP 09,0.133
1.10.2010,TOP 09,0.13
1.11.2010,TOP 09,0.187
1.12.2010,TOP 09,0.1757
1.1.2011,TOP 09,0.141
1.2.2011,TOP 09,0.128625
1.3.2011,TOP 09,0.1037
1.4.2011,TOP 09,0.1342
1.5.2011,TOP 09,0.13125
1.9.2011,TOP 09,0.10795
1.10.2011,TOP 09,0.10455
1.11.2011,TOP 09,0.10455
1.12.2011,TOP 09,0.123
1.1.2012,TOP 09,0.1178
1.2.2012,TOP 09,0.1125
1.3.2012,TOP 09,0.10625
1.4.2012,TOP 09,0.0861
1.5.2012,TOP 09,0.0806
1.6.2012,TOP 09,0.0861
1.9.2012,TOP 09,0.063
1.10.2012,TOP 09,0.075
1.11.2012,TOP 09,0.075
1.12.2012,TOP 09,0.0567
1.1.2013,TOP 09,0.124
1.2.2013,TOP 09,0.123
1.3.2013,TOP 09,0.1302
1.4.2013,TOP 09,0.12915
1.5.2013,TOP 09,0.1159
1.6.2013,TOP 09,0.03075
1.9.2013,TOP 09,0.09225
1.10.2013,TOP 09,0.06765
1.11.2013,TOP 09,0.07995
1.1.2014,TOP 09,0.0988
1.2.2014,TOP 09,0.09
1.3.2014,TOP 09,0.0854
1.4.2014,TOP 09,0.0854
1.5.2014,TOP 09,0.0738
1.6.2014,TOP 09,0.0992
1.9.2014,TOP 09,0.06875
1.10.2014,TOP 09,0.0854
1.11.2014,TOP 09,0.0625
1.12.2014,TOP 09,0.0756
1.1.2015,TOP 09,0.0615
1.2.2015,TOP 09,0.0595
1.3.2015,TOP 09,0.06545
1.4.2015,TOP 09,0.0615
1.5.2015,TOP 09,0.055125
1.6.2015,TOP 09,0.062
1.9.2015,TOP 09,0.0488
1.10.2015,TOP 09,0.0671
1.11.2015,TOP 09,0.0549
1.12.2015,TOP 09,0.061
1.1.2016,TOP 09,0.054675
1.2.2016,TOP 09,0.048
1.2.1998,US/US-DEU,0.1
1.3.1998,US/US-DEU,0.126
1.4.1998,US/US-DEU,0.12
1.5.1998,US/US-DEU,0.091
1.6.1998,US/US-DEU,0.068
1.9.1998,US/US-DEU,0.063
1.10.1998,US/US-DEU,0.062
1.11.1998,US/US-DEU,0.089
1.12.1998,US/US-DEU,0.093
1.1.1999,US/US-DEU,0.075
1.2.1999,US/US-DEU,0.091
1.3.1999,US/US-DEU,0.07
1.4.1999,US/US-DEU,0.083
1.5.1999,US/US-DEU,0.076
1.6.1999,US/US-DEU,0.09
1.7.1999,US/US-DEU,0.09
1.9.1999,US/US-DEU,0.094
1.10.1999,US/US-DEU,0.093
1.1.2000,US/US-DEU,0.107
1.2.2000,US/US-DEU,0.097
1.3.2000,US/US-DEU,0.11
1.4.2000,US/US-DEU,0.1
1.5.2000,US/US-DEU,0.082
1.6.2000,US/US-DEU,0.081
1.9.2000,US/US-DEU,0.069
1.10.2000,US/US-DEU,0.06
1.12.2000,US/US-DEU,0.05
1.1.2001,US/US-DEU,0.064
1.2.2001,US/US-DEU,0.042
1.3.2001,US/US-DEU,0.078
1.4.2001,US/US-DEU,0.051
1.5.2001,US/US-DEU,0.048
1.6.2001,US/US-DEU,0.06
1.7.2001,US/US-DEU,0.079
1.9.2001,US/US-DEU,0.052
1.10.2001,US/US-DEU,0.04
1.11.2001,US/US-DEU,0.068
1.1.2002,US/US-DEU,0.04
1.3.2002,US/US-DEU,0.063
1.4.2002,US/US-DEU,0.027
1.9.2002,US/US-DEU,0.033
1.10.2002,US/US-DEU,0.049
1.11.2002,US/US-DEU,0.027
1.1.2003,US/US-DEU,0.027
1.2.2003,US/US-DEU,0.014
1.3.2003,US/US-DEU,0.03
1.4.2003,US/US-DEU,0.021
1.5.2003,US/US-DEU,0.031
1.6.2003,US/US-DEU,0.03
1.9.2003,US/US-DEU,0.029
1.10.2003,US/US-DEU,0.036
1.11.2003,US/US-DEU,0.024
1.12.2003,US/US-DEU,0.02
1.1.2004,US/US-DEU,0.019
1.2.2004,US/US-DEU,0.023
1.3.2004,US/US-DEU,0.018
1.4.2004,US/US-DEU,0.017
1.6.2004,US/US-DEU,0.006
1.9.2004,US/US-DEU,0.008
1.10.2004,US/US-DEU,0.006
1.11.2004,US/US-DEU,0.01
1.12.2004,US/US-DEU,0.014
1.1.2005,US/US-DEU,0.009
1.2.2005,US/US-DEU,0.013
1.3.2005,US/US-DEU,0.02
1.4.2005,US/US-DEU,0.016
1.5.2005,US/US-DEU,0.015
1.6.2005,US/US-DEU,0.007
1.9.2005,US/US-DEU,0.008
1.10.2005,US/US-DEU,0.01
1.11.2005,US/US-DEU,0.004
1.12.2005,US/US-DEU,0.005
1.1.2006,US/US-DEU,0.009
1.2.2006,US/US-DEU,0.004
1.3.2006,US/US-DEU,0.005
1.4.2006,US/US-DEU,0.002
1.9.2006,US/US-DEU,0.003
1.10.2006,US/US-DEU,0.003
1.6.2007,US/US-DEU,0.001
